battery_soc,memory_usage,t_s,T_s1,T_s2,T_d1,T_d2
0.5800000000000001,1.0,1,0.8187307530779818,0.6654029649890841,0.0,0.36787944117144233
0.6000000000000001,0.0,0,0.4965853037914095,0.0,1.0,0.1353352832366127
0.6000000000000001,0.0,1,0.8187307530779818,0.0,1.0,0.36787944117144233
0.6000000000000001,0.05,0,0.4965853037914095,0.05292935211917975,0.95,0.1353352832366127
0.6000000000000001,0.05,1,0.8187307530779818,0.05292935211917975,0.95,0.36787944117144233
0.6000000000000001,0.1,0,0.4965853037914095,0.10513691342250686,0.9,0.1353352832366127
0.6000000000000001,0.1,1,0.8187307530779818,0.10513691342250686,0.9,0.36787944117144233
0.6000000000000001,0.15000000000000002,0,0.4965853037914095,0.15595826075473862,0.85,0.1353352832366127
0.6000000000000001,0.15000000000000002,1,0.8187307530779818,0.15595826075473862,0.85,0.36787944117144233
0.6000000000000001,0.2,0,0.4965853037914095,0.20483276469913345,0.8,0.1353352832366127
0.6000000000000001,0.2,1,0.8187307530779818,0.20483276469913345,0.8,0.36787944117144233
0.6000000000000001,0.25,0,0.4965853037914095,0.25133183275600474,0.75,0.1353352832366127
0.6000000000000001,0.25,1,0.8187307530779818,0.25133183275600474,0.75,0.36787944117144233
0.6000000000000001,0.30000000000000004,0,0.4965853037914095,0.2951672353008665,0.7,0.1353352832366127
0.6000000000000001,0.30000000000000004,1,0.8187307530779818,0.2951672353008665,0.7,0.36787944117144233
0.6000000000000001,0.35000000000000003,0,0.4965853037914095,0.33618263515032515,0.65,0.1353352832366127
0.6000000000000001,0.35000000000000003,1,0.8187307530779818,0.33618263515032515,0.65,0.36787944117144233
0.6000000000000001,0.4,0,0.4965853037914095,0.3743340836219976,0.6,0.1353352832366127
0.6000000000000001,0.4,1,0.8187307530779818,0.3743340836219976,0.6,0.36787944117144233
0.6000000000000001,0.45,0,0.4965853037914095,0.4096655293982669,0.55,0.1353352832366127
0.6000000000000001,0.45,1,0.8187307530779818,0.4096655293982669,0.55,0.36787944117144233
0.6000000000000001,0.5,0,0.4965853037914095,0.442284123247391,0.5,0.1353352832366127
0.6000000000000001,0.5,1,0.8187307530779818,0.442284123247391,0.5,0.36787944117144233
0.6000000000000001,0.55,0,0.4965853037914095,0.4723383008666761,0.44999999999999996,0.1353352832366127
0.6000000000000001,0.55,1,0.8187307530779818,0.4723383008666761,0.44999999999999996,0.36787944117144233
0.6000000000000001,0.6000000000000001,0,0.4965853037914095,0.49999999999999994,0.4,0.1353352832366127
0.6000000000000001,0.6000000000000001,1,0.8187307530779818,0.49999999999999994,0.4,0.36787944117144233
0.6000000000000001,0.65,0,0.4965853037914095,0.5254512226959837,0.35,0.1353352832366127
0.6000000000000001,0.65,1,0.8187307530779818,0.5254512226959837,0.35,0.36787944117144233
0.6000000000000001,0.7000000000000001,0,0.4965853037914095,0.5488745039443949,0.30000000000000004,0.1353352832366127
0.6000000000000001,0.7000000000000001,1,0.8187307530779818,0.5488745039443949,0.30000000000000004,0.36787944117144233
0.6000000000000001,0.75,0,0.4965853037914095,0.5704465749545545,0.25,0.1353352832366127
0.6000000000000001,0.75,1,0.8187307530779818,0.5704465749545545,0.25,0.36787944117144233
0.6000000000000001,0.8,0,0.4965853037914095,0.590334470601733,0.19999999999999996,0.1353352832366127
0.6000000000000001,0.8,1,0.8187307530779818,0.590334470601733,0.19999999999999996,0.36787944117144233
0.6000000000000001,0.8500000000000001,0,0.4965853037914095,0.6086934114645254,0.15000000000000002,0.1353352832366127
0.6000000000000001,0.8500000000000001,1,0.8187307530779818,0.6086934114645254,0.15000000000000002,0.36787944117144233
